date,ret_gross,cost,ret_net,turnover,spy,ewpool,n_held
2018-03-20,-0.005499110906408689,0.000799832425756283,-0.006298943332164972,0.2,-0.011037342948359785,-0.009310691444699561,5
2018-03-21,-0.007896647268362656,0.0006581821456137603,-0.008554829413976417,0.2,-0.013959828418510623,-0.011559802108482568,5
2018-03-22,-0.007816575994439613,0.0007455982656225761,-0.00856217426006219,0.2,-0.0077223083716198015,-0.007733060478830184,5
2018-03-23,0.0035065483403661666,0.0012657342907925707,0.002240814049573596,0.4,0.01541209693377077,0.01447291957036023,5
2018-03-26,0.006692585559363496,0.0,0.006692585559363496,0.0,-0.020362807923521853,-0.016686565963017003,5
2018-03-27,0.01943596327427897,0.0023316432144147724,0.0171043200598642,0.6000000000000001,0.001419130886491038,0.002152227430932735,5
2018-03-28,0.0017358807269348244,0.0005530105599432078,0.0011828701669916166,0.2,0.005476159206280196,0.005002926975598348,5
2018-03-29,-0.019681660994565475,0.002203153303342951,-0.021884814297908426,0.4,-0.014016354636969486,-0.014230194513614012,5
2018-04-02,0.0016606543978241685,0.0012463953771444372,0.0004142590206797313,0.2,-0.008189507359418702,-0.007568658033838915,5
2018-04-03,0.029606493322513437,0.000997705649793441,0.028608787672719994,0.2,0.03427499601721218,0.032214353939037495,5
2018-04-04,-0.0030089726918007156,0.0019835767178048515,-0.004992549409605567,0.4,-0.00802143991202231,-0.007604127455155962,5
2018-04-05,-0.007843317750944689,0.0,-0.007843317750944689,0.0,-0.007782139887745121,-0.007542734976635316,5
2018-04-06,0.004373493241444537,0.0,0.004373493241444537,0.0,0.011095361140487592,0.00914583468468624,5
2018-04-09,-0.009982432518057461,0.0,-0.009982432518057461,0.0,-0.003027099301869174,-0.004768668187219698,5
2018-04-10,-0.0009647212366886704,0.0,-0.0009647212366886704,0.0,0.00679394424771651,0.007050237716331884,5
2018-04-11,-0.00294979056910003,0.0,-0.00294979056910003,0.0,0.00810520014644589,0.007773513784753158,5
2018-04-12,0.001136944308003418,0.0,0.001136944308003418,0.0,-0.0015331856733787896,-0.0017601840489085332,5
2018-04-13,0.009684903429330706,0.001009373269324662,0.008675530160006044,0.2,0.008726364763640415,0.008440740095490683,5
2018-04-16,0.005254602816418075,0.0,0.005254602816418075,0.0,0.005049663859350684,0.004957509396452215,5
2018-04-17,-0.004924662822954362,0.0010350486172332628,-0.005959711440187625,0.2,-0.003841914575819727,-0.004443400183774331,5
2018-04-18,0.0016605919766883304,0.0,0.0016605919766883304,0.0,-0.0031153522112313814,-0.003044463019175229,5
2018-04-19,-0.003568049271983421,0.0,-0.003568049271983421,0.0,-0.0057662205902273556,-0.005908012148388553,5
2018-04-20,0.00034601691219455783,0.0005196283915645933,-0.00017361147937003548,0.2,0.0017587530136664586,0.0032086511652184295,5
2018-04-23,-0.010044915071120175,0.0,-0.010044915071120175,0.0,-0.018003075689820736,-0.01618008359260597,5
2018-04-24,0.0029285229842813234,0.0,0.0029285229842813234,0.0,0.007150692022910965,0.007009518614829312,5
2018-04-25,7.479161500394387e-05,0.0,7.479161500394387e-05,0.0,0.008345982489098791,0.005935635521714853,5
2018-04-26,0.007891412881593673,0.0,0.007891412881593673,0.0,0.0009740211186712866,0.0035183242142692115,5
2018-04-27,-0.0086689568851982,0.0,-0.0086689568851982,0.0,-0.012684232019531505,-0.013930654974133915,5
2018-04-30,-0.005295227872408882,0.0,-0.005295227872408882,0.0,0.003372868980130672,0.001578030979368365,5
2018-05-01,-0.02072900456399878,0.0,-0.02072900456399878,0.0,-0.009442457498296752,-0.009405511415505823,5
2018-05-02,0.0019006350397764223,0.0019807839737612026,-8.01489339847803e-05,0.4,-0.0028218232014888267,-0.0012667446393487508,5
2018-05-03,0.013255506626492754,0.0015866554715281557,0.011668851154964598,0.4,0.020533859940466304,0.019080339522310363,5
2018-05-04,-0.008571031880669011,0.0008974740972893611,-0.009468505977958373,0.2,-0.0014613309866660096,-0.0019008471380223331,5
2018-05-07,-0.006547046601695516,0.0004385500853019423,-0.006985596686997458,0.2,0.004428047201750163,0.004012621785790666,5
2018-05-08,0.0018726301083520137,0.0005239926332411366,0.001348637475110877,0.2,0.009937021883595243,0.009688629674117015,5
2018-05-09,0.010048916046194557,0.0013933914013375174,0.008655524644857039,0.4,0.006732082957753738,0.006149058713818007,5
2018-05-10,0.006116300620896276,0.0,0.006116300620896276,0.0,0.004335972673702226,0.005992153658557004,5
2018-05-11,-0.004614997234462482,0.000650359350596203,-0.005265356585058684,0.2,-0.006402484941819275,-0.0063135891557536865,5
2018-05-14,0.0009102633026620399,0.0,0.0009102633026620399,0.0,-0.0016566865118519125,0.00018748102996829605,5
2018-05-15,-0.0035973896828454866,0.0,-0.0035973896828454866,0.0,0.0029504595235056996,0.002941716763564632,5
2018-05-16,0.007488266127079424,0.0,0.007488266127079424,0.0,-0.001176784164662048,-9.67328262792994e-07,5
2018-05-17,-0.0007506385001933014,0.0,-0.0007506385001933014,0.0,0.005117549320702297,0.006024344146227105,5
2018-05-18,0.0038910626106020804,0.0004521446755710747,0.003438917935031006,0.2,0.003479397168242082,0.004057818586294909,5
2018-05-21,-0.0037377067777776057,0.0,-0.0037377067777776057,0.0,-0.010183649157653574,-0.010928171252886372,5
2018-05-22,0.0042418012907214035,0.0,0.0042418012907214035,0.0,0.006416568316038207,0.006373045966474826,5
2018-05-23,-0.0071051910084948275,0.0010617616862853018,-0.00816695269478013,0.4,-0.002784806925047123,-0.0015617623589288456,5
2018-05-24,-0.007710018669840292,0.0,-0.007710018669840292,0.0,-0.00676091490842734,-0.006683185176000659,5
2018-05-25,-0.013246584245506711,0.0006980935663628755,-0.013944677811869586,0.2,0.0007026184939094016,0.0011962947429628936,5
2018-05-29,0.00574348920363772,0.0020682258260867697,0.00367526337755095,0.6000000000000001,0.006100027079473769,0.006198774460369543,5
2018-05-30,0.0020319340365013484,0.0004720635750932147,0.0015598704614081336,0.2,0.0009553711864302983,-0.0005007551871907492,5
2018-05-31,0.0055168181731604544,0.0,0.0055168181731604544,0.0,0.007782625924719344,0.00635211300245898,5
2018-06-01,0.0033382969557242516,0.0006844758268327194,0.002653821128891532,0.2,0.0018938909935721782,0.0008594630404386335,5
2018-06-04,0.0016694508221791302,0.0007826676670551712,0.000886783155123959,0.4,0.0026903384007390674,0.0024125996932443518,5
2018-06-05,0.00941149867975799,0.00041093858177569903,0.009000560097982292,0.2,0.007832142998235092,0.0070153990140521105,5
2018-06-06,-0.0004895832868574425,0.0004237201689961305,-0.000913303455853573,0.2,-0.0039577259224409245,-0.002102757009972096,5
2018-06-07,0.002844343390590276,0.0,0.002844343390590276,0.0,0.005743497096716732,0.006564433236996484,5
2018-06-08,0.005274760610791707,0.0005608066555952351,0.004713953955196472,0.2,0.0021190091918870113,0.002180406563928301,5
2018-06-11,0.0053965019113010985,0.0,0.0053965019113010985,0.0,0.0005729894139776537,-0.0006969408398568583,5
2018-06-12,-0.011514716847367512,0.000742719161905567,-0.012257436009273079,0.2,-0.000644460670008784,-0.0014004520833466496,5
2018-06-13,0.0017524385893463723,0.000742133818953873,0.0010103047703924994,0.2,-0.0041861447198242585,-0.0051784110362515295,5
2018-06-14,-0.001394557905478289,0.0,-0.001394557905478289,0.0,-0.00401329580490839,-0.004258961190132406,5
2018-06-15,-0.005156287508115698,0.0,-0.005156287508115698,0.0,-0.005408020084809895,-0.006350063283944009,5
2018-06-18,0.0010232551952030766,0.0,0.0010232551952030766,0.0,0.008284211765442251,0.0069118239600445925,5
2018-06-19,0.0010867620106403296,0.0007314226376029676,0.00035533937303736194,0.2,-0.0011218317473701278,-0.0026559442973062286,5
2018-06-20,0.00012371076346773258,0.0,0.00012371076346773258,0.0,-0.0010874958420076242,-0.0002072344245310993,5
2018-06-21,-0.009561162283200853,0.0,-0.009561162283200853,0.0,-0.008053295269558558,-0.007360960855396459,5
2018-06-22,0.0014628664695853556,0.0,0.0014628664695853556,0.0,-0.0065824078656600005,-0.003828483572171962,5
2018-06-25,-0.0010091273014648072,0.0,-0.0010091273014648072,0.0,0.0022821377922885855,0.0017306717602079426,5
2018-06-26,-0.010335244282576685,0.0007299739916504742,-0.011065218274227158,0.2,-0.010908434890420926,-0.010636874726680703,5
2018-06-27,0.008929035264600227,0.0009968986438912194,0.007932136620709008,0.2,0.010508887509937281,0.009781783668568104,5
2018-06-28,-0.008263103092400614,0.0008115201649490586,-0.009074623257349673,0.2,-0.009591360672181692,-0.00835005570245222,5
2018-06-29,0.009642075871366583,0.0006598660576949009,0.008982209813671682,0.2,0.012466962151505223,0.011355996106816283,5
2018-07-02,0.0023325376626405214,0.0,0.0023325376626405214,0.0,-0.002564955273691827,-0.0006339870487418268,5
2018-07-03,0.0014755975165805294,0.0005509137512329828,0.0009246837653475466,0.2,0.003563907897841778,0.002427408378023773,5
2018-07-05,0.006398914819640035,0.0006649019461299579,0.005734012873510077,0.2,0.012484249372045397,0.011621189006183781,5
2018-07-06,0.007054588958223352,0.0,0.007054588958223352,0.0,0.0067255604746210285,0.00573297343757354,5
2018-07-09,-0.000423858544072253,0.0005605828828348838,-0.0009844414269071368,0.2,-0.004525507978123011,-0.004062149657932259,5
2018-07-10,-0.0001058908138873659,0.0,-0.0001058908138873659,0.0,0.004077147746407439,0.0032955179144862337,5
2018-07-11,-0.00036590994622016644,0.0,-0.00036590994622016644,0.0,0.003198253778816218,0.0010159292242750064,5
2018-07-12,0.002962309639152605,0.0,0.002962309639152605,0.0,0.0016838377974284224,0.0019650418741288095,5
2018-07-13,-0.0024246917870020647,0.0,-0.0024246917870020647,0.0,-0.004184272732629668,-0.0031996439850187322,5
2018-07-16,0.006844869484592175,0.0008642950024586396,0.005980574482133536,0.2,0.007505085065141026,0.006805227568259752,5
2018-07-17,-0.0012783594832210367,0.0,-0.0012783594832210367,0.0,-0.0008910822389400774,-2.5510245007793477e-05,5
2018-07-18,-0.008965426989184387,0.0004889414786777728,-0.00945436846786216,0.2,-0.0019263476022814974,-0.0012993772188000813,5
2018-07-19,0.005343774330840634,0.0,0.005343774330840634,0.0,-0.0011439231366839886,-0.0013892984814774243,5
2018-07-20,0.0023363768715744197,0.0,0.0023363768715744197,0.0,0.008373871943943012,0.0046708688862429565,5
2018-07-23,-0.000590419266349995,0.0,-0.000590419266349995,0.0,-0.0016324452047983273,-0.002385694146832336,5
2018-07-24,0.014365387166689116,0.0,0.014365387166689116,0.0,0.006647218364001395,0.012842760820907153,5
2018-07-25,0.011087941477156327,0.0,0.011087941477156327,0.0,0.0018008582231301418,0.0033996395065225937,5
2018-07-26,-0.013568477001838742,0.0004511002513303134,-0.014019577253169055,0.2,-0.007754618312496575,-0.004879966973147435,5
2018-07-27,-0.01964634120882529,0.0012704901307202768,-0.02091683133954557,0.4,-0.002486761521777736,-0.00018708272496726594,5
2018-07-30,0.004382841600271403,0.0008292434524516366,0.0035535981478197667,0.4,0.0026712542714757426,0.0016011083923664774,5
2018-07-31,0.004796135197862995,0.0,0.004796135197862995,0.0,-0.007707203252260153,-0.009205530396952741,5
2018-08-01,0.014926653541802892,0.0,0.014926653541802892,0.0,0.011238983363758948,0.011529908176303703,5
2018-08-02,0.0035650360504150937,0.0,0.0035650360504150937,0.0,0.003928958899799939,0.0034715598968754102,5
2018-08-03,0.0012779686667491405,0.0,0.0012779686667491405,0.0,0.006169453672367764,0.005445961009153397,5
2018-08-06,-0.0008306876153104659,0.0007880236883477367,-0.0016187113036582024,0.2,-8.726058209340692e-08,0.0001348699663151409,5
2018-08-07,0.0043886995470684646,0.000789001107843579,0.0035996984392248858,0.2,0.0004907297154497225,-0.0010998623220512809,5
2018-08-08,-0.0008360325406101543,0.0,-0.0008360325406101543,0.0,-0.007285142665238609,-0.0087769302525923,5
2018-08-09,0.00640025037278249,0.0005293798807479679,0.005870870492034523,0.2,7.069583506513766e-05,0.0005177976990580521,5
2018-08-10,-0.00959869537590079,0.0,-0.00959869537590079,0.0,-0.0019397621645554919,-0.00234694848465812,5
2018-08-13,0.005270562120273193,0.0010585757748860208,0.004211986345387172,0.2,-0.0019087679634848254,-0.0023267569540704846,5
2018-08-14,0.006020004240835553,0.0,0.006020004240835553,0.0,0.0036121866288458815,0.005045015200626714,5
2018-08-15,0.008597857683753141,0.0006117416907899648,0.007986115992963177,0.2,0.001516742438988139,0.0014857887017270992,5
2018-08-16,0.0037654162915695013,0.0,0.0037654162915695013,0.0,0.00613081690103634,0.006554762324127669,5
2018-08-17,-0.0005297238273236582,0.0010480479345667808,-0.0015777717618904391,0.2,0.002381156557234698,0.003155556698510906,5
2018-08-20,-0.002659895912875476,0.0003736704980985591,-0.003033566410974035,0.2,-0.001292648008801689,0.0005867076559349379,5
2018-08-21,-0.006442176466624972,0.0,-0.006442176466624972,0.0,0.00031482024381346285,-0.0009969031374099308,5
2018-08-22,0.00021231874629439336,0.0,0.00021231874629439336,0.0,0.0016434913052336686,0.0021665632513446654,5
2018-08-23,0.006397298099989568,0.00039052966617241695,0.006006768433817151,0.2,0.008448751494275042,0.008352252758158827,5
2018-08-24,-0.004714076807961588,0.0005636833576586955,-0.005277760165620283,0.2,0.00498505341295008,0.005066790182265371,5
2018-08-27,0.00020053043349463904,0.0004628818616165451,-0.00026235142812190606,0.2,-0.0004822477036686701,-0.0014288867329062156,5
2018-08-28,-0.0013235930600448587,0.0005957229887178865,-0.001919316048762745,0.2,0.002687944045936197,0.0006431622324767161,5
2018-08-29,-0.0032813389134064065,0.0,-0.0032813389134064065,0.0,-0.0037806512259259684,-0.005223581269593673,5
2018-08-30,-0.0012563192007120528,0.0,-0.0012563192007120528,0.0,-7.03267732937718e-08,0.00105142490428927,5
2018-08-31,0.0007663246217138211,0.0,0.0007663246217138211,0.0,-0.0014835901297755028,-0.00017463875613213004,5
2018-09-04,0.007198264167947022,0.0,0.007198264167947022,0.0,-0.0008984270563964225,0.0024078082645084763,5
2018-09-05,0.0028730211990074753,0.0,0.0028730211990074753,0.0,-0.0075045726243063715,-0.005678590993994787,5
2018-09-06,0.007442492350885654,0.0010258656187591125,0.006416626732126542,0.4,0.006132830184157445,0.00511345230723247,5
2018-09-07,-0.0008395179622500363,0.0,-0.0008395179622500363,0.0,-0.004745084701713753,-0.003916113026799738,5
2018-09-10,0.0034974767512450993,0.0002691130194992581,0.003228363731745841,0.2,0.005881492095771934,0.001937720924948154,5
2018-09-11,0.0019595329688452128,0.0,0.0019595329688452128,0.0,0.004358608365522265,0.005290260733272737,5
2018-09-12,0.004348530191795508,0.00036715885539733415,0.003981371336398174,0.2,0.0025488928726002946,0.002061591068673118,5
2018-09-13,-4.133138542143904e-05,0.0003674505343772126,-0.0004087819197986516,0.2,-0.0008244272341528802,-0.00011685578246731093,5
2018-09-14,-0.00607539119358369,0.0007073729771162329,-0.006782764170699923,0.4,-0.004264055070537731,-0.0013349797337240293,5
2018-09-17,0.005451662342014307,0.0006910299770515261,0.004760632364962781,0.2,0.004800125029627678,0.004948419277685987,5
2018-09-18,-0.002765489105956198,0.0006842152829383717,-0.00344970438889457,0.2,0.00573977014342697,0.004208063371418687,5
2018-09-19,0.010628317435328683,0.0006084080729670511,0.010019909362361632,0.2,0.006071134871959982,0.004758163477703109,5
2018-09-20,-0.004519221693082854,0.0,-0.004519221693082854,0.0,-0.005970866674584352,-0.003616583503439202,5
2018-09-21,-0.0030476094892713415,0.0,-0.0030476094892713415,0.0,0.000652246160740777,-0.0010707342908080888,5
2018-09-24,-0.0013304477709891623,0.0005759413333603206,-0.001906389104349483,0.2,-0.0021269370256464804,-0.004305172508220221,5
2018-09-25,-0.0037134303521677795,0.0008284120832391839,-0.004541842435406963,0.2,-0.001718614652018502,-0.0030799806714660225,5
2018-09-26,0.0008689336553946438,0.0,0.0008689336553946438,0.0,-0.00144622083397139,-0.0006019735141886717,5
2018-09-27,0.008133422350528408,0.0,0.008133422350528408,0.0,0.007310822379176463,0.008061309585423974,5
2018-09-28,-0.0014329071638182313,0.0,-0.0014329071638182313,0.0,-0.0018830994189052985,-0.0022231842552561175,5
2018-10-01,-0.003512993991964719,0.0006735571775181499,-0.004186551169482869,0.2,0.004047515185132022,0.004058887747482142,5
2018-10-02,-0.009901870603730448,0.000483286358612894,-0.010385156962343342,0.2,-0.005329173570127188,-0.006186496042709148,5
2018-10-03,-0.000287806220026221,0.0,-0.000287806220026221,0.0,-0.005117336433516861,-0.0033446997186649795,5
2018-10-04,0.002942181886547313,0.0,0.002942181886547313,0.0,-0.009113240450786542,-0.006835834385468806,5
2018-10-05,0.006244623742933641,0.0,0.006244623742933641,0.0,0.0011845744014842285,0.0029974901199889127,5
2018-10-08,-0.0013026220979952096,0.0,-0.0013026220979952096,0.0,-0.0019483850191054364,-0.004034396805324931,5
2018-10-09,-0.02018259035093577,0.0,-0.02018259035093577,0.0,-0.03399237556003187,-0.027778647465265968,5
2018-10-10,-0.02075821600075447,0.0,-0.02075821600075447,0.0,-0.0011186560498930298,-0.005158292767772451,5
2018-10-11,-0.0006345861616582573,0.001179056704120354,-0.0018136428657786114,0.6000000000000001,-0.0044080976221876345,-0.005352862039722427,5
2018-10-12,0.008363131994976625,0.0006383561861543241,0.0077247758088223005,0.2,0.003810456182285149,0.004474703611985379,5
2018-10-15,0.008524586507834187,0.0,0.008524586507834187,0.0,0.013883040475055175,0.010915062093791401,5
2018-10-16,0.004914233799102986,0.0004955760418757468,0.004418657757227239,0.2,-0.0037087485782045793,-0.0037404794597384198,5
2018-10-17,4.543120180271459e-05,0.0,4.543120180271459e-05,0.0,-0.008123826173675464,-0.007799714467861794,5
2018-10-18,0.00677226687989796,0.0,0.00677226687989796,0.0,-0.00046965268805609917,-0.0007786622246009857,5
2018-10-19,-0.025467716597726023,0.0008179480627660003,-0.026285664660492022,0.2,-0.021841100705400462,-0.02177372316200426,5
2018-10-22,0.01143141475379359,0.001196529012160075,0.010234885741633514,0.2,0.00878388642427752,0.0067194755657297555,5
2018-10-23,-0.0032534083498022993,0.0,-0.0032534083498022993,0.0,-0.021768352218690223,-0.021097205794304397,5
2018-10-24,-0.009154410091334777,0.0005488474585892706,-0.009703257549924047,0.2,-0.00546044966288084,-0.005668824832149228,5
2018-10-25,-0.0029358109901314717,0.0003665473532396845,-0.003302358343371156,0.2,0.010830124032650046,0.010457232592371711,5
2018-10-26,-0.0050593321802042904,0.0,-0.0050593321802042904,0.0,-0.019084835775625586,-0.011608821347194789,5
2018-10-29,0.02424179819966046,0.0012968396184726732,0.022944958581187787,0.4,0.026472693358093213,0.02529455556749641,5
2018-10-30,0.0033968199023387104,0.0023681119281305546,0.0010287079742081558,0.4,0.003509877178422549,0.0008087695744494347,5
2018-10-31,0.01738859849415333,0.0007237024474012968,0.016664896046752035,0.2,0.011597952778517273,0.014356037478046662,5
2018-11-01,-0.023601297533078047,0.0011379343917335444,-0.024739231924811592,0.2,-0.008407785901091591,-0.007066578854020547,5
2018-11-02,-0.0014252724309841366,0.0,-0.0014252724309841366,0.0,0.003230349945593014,0.004136997999200843,5
2018-11-05,0.031325721628651104,0.002296782926020781,0.029028938702630323,0.4,0.015513002900467532,0.015954152459540873,5
2018-11-06,0.005685187806407167,0.00043783598938049157,0.005247351817026675,0.2,0.00918700040951781,0.006948454343946364,5
2018-11-07,0.008209826247878383,0.0005944341985991988,0.0076153920492791835,0.2,-0.003855475664380492,-0.0034491901827571423,5
2018-11-08,0.002935849240565536,0.002021796526843206,0.0009140527137223302,0.2,-0.00659432164829743,-0.0045440164473281265,5
2018-11-09,-0.01245944160952579,0.0006960956181691764,-0.013155537227694965,0.2,-0.014791294071781591,-0.013601788850954255,5
2018-11-12,0.002086932240089911,0.0,0.002086932240089911,0.0,0.003917952125692459,0.0049298970825981435,5
2018-11-13,-0.024745622664646236,0.0,-0.024745622664646236,0.0,-0.019623524860818198,-0.017084532262005056,5
2018-11-14,0.002671134882542559,0.0008152898245071228,0.0018558450580354361,0.2,0.011198753092877656,0.009331412404678692,5
2018-11-15,0.001965916736936535,0.000983129695032262,0.0009827870419042732,0.2,0.0046362005287277075,0.00714835768104661,5
2018-11-16,-0.043470926801181635,0.0,-0.043470926801181635,0.0,-0.028163615338550718,-0.02571611932917139,5
2018-11-19,-0.004033035229815352,0.0008302701079576729,-0.004863305337773025,0.2,0.0018843681333171602,0.002349297921345985,5
2018-11-20,-0.003450367722170533,0.003682424005288251,-0.007132791727458784,0.6000000000000001,-0.010080608459560048,-0.010430152352851108,5
2018-11-21,0.005707458367165241,0.0,0.005707458367165241,0.0,0.009879058948128572,0.01058940948871765,5
2018-11-23,-0.004425734737852083,0.0,-0.004425734737852083,0.0,0.00210725849250748,-0.0004716761622931481,5
2018-11-26,0.006803877922375001,0.000731690159198688,0.006072187763176313,0.2,0.012239649945198439,0.010672009699936834,5
2018-11-27,0.007728745675349802,0.0,0.007728745675349802,0.0,0.015245179911659523,0.01458612049845866,5
2018-11-28,0.0032848718261436318,0.0006794347760344631,0.002605437050109169,0.2,0.0003654505526258234,-0.00017718890013280767,5
2018-11-29,0.013158843281035983,0.0,0.013158843281035983,0.0,0.023629051848744087,0.0229050971716548,5
2018-11-30,-0.0020542212796371027,0.0,-0.0020542212796371027,0.0,-0.006814584886017716,-0.005210682791574405,5
2018-12-03,-0.025503986102068277,0.0,-0.025503986102068277,0.0,-0.04472449943310841,-0.04255232946049684,5
2018-12-04,0.01518813380591686,0.0015167140305374486,0.013671419775379412,0.4,0.01331245898200617,0.010973644232056858,5
2018-12-06,-0.0060478635164505695,0.0,-0.0060478635164505695,0.0,-0.022600964975973303,-0.021422962133637802,5
2018-12-07,0.006209265422428345,0.0,0.006209265422428345,0.0,0.016289030676118976,0.015074875359135213,5
2018-12-10,-0.0037356628924677176,0.0,-0.0037356628924677176,0.0,-0.0007099537645526288,-0.0022676443907028707,5
2018-12-11,-0.010324814124742,0.0,-0.010324814124742,0.0,-0.0035517743439601457,-0.0033629386526362074,5
2018-12-12,0.00011089491296527615,0.0014601519852220726,-0.0013492570722567964,0.4,-0.01335728803999392,-0.012820715271012853,5
2018-12-13,-0.0012366961955072142,0.0,-0.0012366961955072142,0.0,-0.013538308067352456,-0.010530218815346786,5
2018-12-14,-0.01915047037653006,0.0,-0.01915047037653006,0.0,-0.008480821866838073,-0.008346045355266172,5
2018-12-17,0.0023300381253164486,0.001030638560936557,0.0012993995643798917,0.2,-0.007892970252795228,-0.006552553283285833,5
