epoch,seed,train_pinball,val_pinball
0,1338,1.656890848724099,1.759463023699698
1,1338,1.635328355837952,1.7229801433496787
2,1338,1.6352161587058724,1.8034401980579877
3,1338,1.6311667493798516,1.73163838708987
4,1338,1.6246030142942032,1.6787645523665382
5,1338,1.6264022040096195,1.6760382351816678
6,1338,1.616378842913485,1.6944054714480385
7,1338,1.6168110780901723,1.683787311686844
8,1338,1.6144157616155488,1.7429617105937394
9,1338,1.6069175408451588,1.7548423998179983
10,1338,1.6144245336582135,1.6796629311608486
0,1339,1.6689211143688722,1.7185513228178024
1,1339,1.632177555232079,1.77368942025255
2,1339,1.6291793982510443,1.6689981292994296
3,1339,1.6250094410467457,1.7332787328079098
4,1339,1.6271679361725782,1.673764845875443
5,1339,1.6263574993649086,1.7009219356247636
6,1339,1.625495903000429,1.7083238226468447
7,1339,1.6207702413394853,1.7093240037316182
0,1340,1.6619612720686119,1.7152113240273272
1,1340,1.6387088990637235,1.6774164296564509
2,1340,1.6301400019944488,1.81067029789823
3,1340,1.6344465730445725,1.6825147043974673
4,1340,1.6249425443155425,1.709786320807504
5,1340,1.6181532474500793,1.7127857989952213
6,1340,1.6213150332113364,1.7164296116985258
