year,n_days,strat_return,spy_return,strat_sharpe,spy_sharpe,strat_maxdd,spy_maxdd
2022,244,-0.07184720188311056,-0.1753401284181214,-0.3476987313401629,-0.6977242941663226,-0.2013654598152841,-0.23501457792878577
2023,250,0.04130841191756329,0.24635195469890014,0.4047160276970288,1.713980855173879,-0.07982752161505546,-0.09586322010195436
2024,252,0.21825864337860335,0.26493523514121575,1.8459590575560516,1.9284652096017245,-0.06179290039054397,-0.09101298889775777
2025,250,0.03097998131679147,0.18224831635296002,0.27611510729240657,0.9283773859487754,-0.16423767599509698,-0.1976707533553429
2026,109,0.04814464747013947,0.06444262678195933,1.1502782995368206,1.1552880294339436,-0.04927757806818156,-0.0808205777419726
